komentar,clean,sentimen
"Lha gimana sih ceritanya, trus kenapa dia jadi iblis? Trus yg jadikan dia iblis siapa? Trus apa hubungan sama orang kaya yg makamnya dipindah itu?",lha gimana sih ceritanya trus iblis trus yg jadikan iblis trus hubuntidakn orang kaya yg makamnya dipindah,1
Ternyata kakek jiong tentara nazi😅,kakek jiong tentara nazi,1
dimana bisa lihat filmnya ya,dimana lihat filmnya ya,1
Syntayong,syntayong,1
Dan ujung ujungnya beruang yang kena getahnya,ujung ujungnya beruang kena getahnya,1
"Kaya film vampir yg boboho itu, anaknya dapet firasat buat mindahin makam eh pas udh dipindahin jasad ayahnya jadi vampir",kaya film vampir yg boboho anaknya dapet firasat mindahin makam eh pas udh dipindahin jasad ayahnya vampir,1
"Udah nonton,,film Indonesia lebih serem,,,",udah nontonfilm indonesia serem,1
Kirain ada silumannular besar nerkepala.manusia ..gunanya di awal apa. Cok bener 😅😅,kirain silumannular nerkepalamanusia gunanya cok bener,1
"Udah nonton film nya , sampe alur nya di tonton 4x se epic itu ini film ,",udah nonton film nya sampe alur nya tonton x epic film,2
Ini film kok kaya vampir china ya yang kuburan ayahnya di bongkar,film kaya vampir china ya kuburan ayahnya bongkar,1
Mantap bang flim nya,mantap bang flim nya,2
"HOROR....tapi lucu banngetsss.......JIN nya bisa dikadalain ama dukun ceweknya....dibohongin, dukun ceweknya ngaku2 penunggu pohon besar.......",horortapi lucu banngetsssjin nya dikadalain ama dukun ceweknyadibohongin dukun ceweknya ntidakku penunggu pohon,1
Pak kim is hero dlm cerita ni❤ berani do dy,kim is hero dlm cerita ni berani do dy,1
"Lebih konyol dari dukun² konfensional pada umumnya, pas pelantara kaya ngidenya ngada² darah kudalah kenapa engak darah mens cewe aja biar lebih greget, pindahin aura negatif ke Babi wkwkw mana warna pink lagi engak ada serem², yg sangaran dikitlah hewan² yg item kek biar kaya umumnya",konyol dukun konfensional pas pelantara kaya ngidenya ntidakda darah kudalah entidakk darah mens cewe aja biar greget pindahin aura netidaktif babi wkwkw warna pink entidakk serem yg santidakran dikitlah hewan yg item kek biar kaya,1
waduh mendiang kakek nya pengikut Nazi makan nya nyusahin,mendiang kakek nya pengikut nazi makan nya nyusahin,1
Mimpi basahhh😂😂,mimpi basahhh,1
Gda serem nya,gda serem nya,1
Banaspati versi Korea,banaspati versi korea,1
Ngetik apasih,ngetik apasih,1
"Kalo gak salah , dia jadi penunggu tanah perbatasan antara Korea dan Jepang klo gak salah si, awalnya dia Jenderal yg udh membunuh banyak pasukan,setelah itu dalam perang dia mengalami kekalahan melawan Korea,makanya dia di jadiin tumbal supaya warga Korea kesulitan mencari nafkah pada saat itu,nah kakek dari orng kaya itu dulunya pejabat Korea tapi dia menghianati negaranya untuk mendapat keuntungan dari jepang dan dia berteman dengan si biksu, si jenderal dikubur dan tubuhnya di masukan pasak besi dikubur dengan peti berdiri,supaya gak ketahuan ada pasak besi yg di tanam maka si biksu nyaranin cucunya si kakek ( kakek udh meninggal ) buat dikubur ditanah situ Karna dulu banyak pencuri di makam , di iyain lah SMA si cucunya ,alibi si biksu supaya pasak besi gak ada yg tau kalo di tanam dibawah kuburan si kakek kaya. Kalo gakslaah gitu ceritanya.",kalo tidakk salah penunggu tanah perbatasan korea jepang klo tidakk salah si jenderal yg udh membunuh pasukansetelah perang mentidaklami kekalahan melawan koreamakanya jadiin tumbal wartidak korea kesulitan mencari nafkah itunah kakek orng kaya dulunya pejabat korea menghianati netidakranya keuntuntidakn jepang berteman dentidakn si biksu si jenderal dikubur tubuhnya masukan pasak besi dikubur dentidakn peti berdirisupaya tidakk ketahuan pasak besi yg tanam si biksu nyaranin cucunya si kakek kakek udh meningtidakl dikubur ditanah situ karna pencuri makam iyain sma si cucunya alibi si biksu pasak besi tidakk yg tau kalo tanam dibawah kuburan si kakek kaya kalo tidakkslaah gitu ceritanya,2
"Yang njadiin iblis itu si biksunya kak. Jadi kayaknya selain biksu dia dukun juga, jadi bisa bikin tumbal dll",njadiin iblis si biksunya kak kayaknya biksu dukun jutidak bikin tumbal dll,1
"Setauku tiap daerah punya atribut perdukunan yang beda2 ya kak. Kenapa dikasih darah kuda.. karna fungsinya penangkal iblis. Kalau darah mens katanya malah ngundang😅

Sama kenapa babi, itu yang makamnya dibongkar shio nya babi. Atau dukunnya ya... itulah pokoknya. Itu buat ngelabuhi hantu kakeknya, biar ritualnya berjalan lancar. Si penggali juga nyari orang shio babi semua",setauku daerah atribut perdukunan beda ya kak dikasih darah kuda karna fungsinya penangkal iblis darah mens ngundangsama babi makamnya dibongkar shio nya babi dukunnya ya pokoknya ngelabuhi hantu kakeknya biar ritualnya berjalan lancar si pengtidakli jutidak nyari orang shio babi,1
Nonton filmnya dulu agak mudeng tapi pas nonton ini agak paham,nonton filmnya atidakk mudeng pas nonton atidakk paham,1
ini seremnya yang setannya jelek dan ngagetin atau yang serem karena sound ? aku lebih takut yang setannya jelek .. minta jawaban ya gaes,seremnya setannya jelek ntidakgetin serem sound takut setannya jelek ya tidakes,0
Iblis yang di oanggil buat membumi hangus kan suatu kaum atau umat ada g bang cerita nya,iblis oanggil membumi hangus kaum umat g bang cerita nya,1
Coba di cina itu udh di jadikan terowongan tuh bukit angker:v,coba cina udh jadikan terowontidakn tuh bukit angkerv,1
yono ada di mana2,yono,1
"ceritanya keren.
alurnya bagus,
dan sejarahnya masuk.

tapi yg susah di pahami, sejarah panhlima.perang dg kakek konglomerat kok di kubur di tmpt yg sama .
apakah kejadianya di waktu yg sama.
ato sengaja doank.",ceritanya kerenalurnya bagusdan sejarahnya masuktapi yg susah pahami sejarah panhlimaperang dg kakek konglomerat kubur tmpt yg kejadianya yg samaato sentidakja doank,2
Alur filmnya kok mirip film Mr.vampir tahun 90an yah 😅😅😅 vampir china yang meneror anak anak kelahiran 90an,alur filmnya film mrvampir an yah vampir china meneror anak anak kelahiran an,1
"bang mau nanya, kenapa di scene awal jin young bilang klo peti mati kakeknya gak boleh dibuka? apa dia udah tau klo dibuka bakal terjadi sesuatu?",bang nanya scene jin young bilang klo peti mati kakeknya tidakk dibuka udah tau klo dibuka,1
"Dari film ini saya makin yakin bahwa melakukan segala suatu jika dikait-kaitkan dgn kepercayaan, tradisi, atau mitos² akan makin ruwet dan merepotkan.",film setidakla dikaitkaitkan dgn kepercayaan tradisi mitos ruwet merepotkan,1
Lbih ke thriller kyknya ya. Gw nonton ini jd malah tambah jengkel sm negara lawannya jadinya,lbih thriller kyknya ya gw nonton jd jengkel sm netidakra lawannya,1
Tengah fokus dengar eh malah yg buat vidio  salah baca . Mimpi basag😂😂 sedang bermimpi menit ke 15,tentidakh fokus dentidakr eh yg vidio salah baca mimpi basag bermimpi menit,1
Knp jendralnya dibunuh ya.,knp jendralnya dibunuh ya,1
Hantunya org jepang dukunnya org korea ya😅,hantunya org jepang dukunnya org korea ya,1
"Serem sumpah Ampe kagak bisa tidur ,😢",serem sumpah ampe katidakk tidur,1
Pdhl cuman ceritain alur filmnya tpi feell merindingnya dapat bgt😭😭,pdhl cuman ceritain alur filmnya tpi feell merindingnya bgt,1
Keren❤❤❤❤,keren,2
"pas nonton ini dibioskop, gua kaya ganiat gitu pas mau nonton dan udah anggap ni film ahelah horror korea paling biasa aja. pas nonton gua dibikin skak TERDIAM DAN TAKUT sm sound dan scene scene nya. GILAAAAA NI FILM DILUAR NALAR COK 😭🔥",pas nonton dibioskop gua kaya tidakniat gitu pas nonton udah angtidakp ni film ahelah horror korea aja pas nonton gua dibikin skak terdiam takut sm sound scene scene nya gilaaaaa ni film diluar nalar cok,1
"aku nnton ga mudeng karna subnya busuk, ini alasan d  kasih paku bumi.biar apa? trs kog ahli fengsui ini bisa tau kelemahan iblis ini d pukul pke kayu yg ada darahnya ?",nnton tidak mudeng karna subnya busuk alasan d kasih paku bumibiar trs kog ahli fengsui tau kelemahan iblis d pke kayu yg darahnya,1
Serem bgt ku udh nnton,serem bgt ku udh nnton,1
Iye serem ini.. menurut aku bagus banget,iye serem bagus banget,2
Tinggal nonton aja repot lu jawir,tingtidakl nonton aja repot lu jawir,1
"Kenap ada masalah lu jawir​
Hak dia tuh wir💩🗿 @curhatcintasalma ",kenap lu jawirhak tuh wircurhatcintasalma,1
Mungkin emang feeling dia gaenak kak. Soalnya kan udah mati aja masih ganggu anak cucu yakan... sepahamku si jinyoung takut banget jadi kalo bisa gausah ada kontak apa2... langsung bakar ajaaa,emang feeling tidakenak kak udah mati aja tidaknggu anak cucu yakan sepahamku si jinyoung takut banget kalo tidakusah kontak langsung bakar ajaaa,1
Karena memang antara ghoib dan mitos itu ada kadang yg di bilang mitos itu mengarah ke fakta bahwa sihir sejak zaman nabi itu ada,ghoib mitos kadang yg bilang mitos mentidakrah fakta sihir zaman nabi,1
iya bener banget,iya bener banget,1
Scoringnya bikin stresss lagi itu yang bikin merinding bukan hantu tp siluman segede gaban 🥲🥲🥲🥲,scoringnya bikin stresss bikin merinding bukan hantu tp siluman segede tidakban,1
"Samaaaaa, baru bgtt nonton DNA gamau lanjut. Seremnya diluar nurul",samaaaaa bgtt nonton dna tidakmau seremnya diluar nurul,1
Sama filmnta sangat kerenn btul,filmnta santidakt kerenn btul,2
Di sini yg bikin penasaran gue siapakah roh atau khodam tsb kalau di Islam namanya jin khorem,yg bikin penasaran gue roh khodam tsb islam namanya jin khorem,1
 @yunikocassieopeia  nonton full kalo mau jelas,yunikocassieopeia nonton full kalo,1
Wahhhh gilakkkk jadi pengenn NONTONNN,wahhhh gilakkkk pengenn nontonnn,1
film yang sangat dahsyat,film santidakt dahsyat,1
Penusurun.. penisaran,penusurun penisaran,1
Endingnya kok jadi gitu doank gampang banget,endingnya gitu doank tidakmpang banget,1
Lucu iblisnya kena tipu 😂,lucu iblisnya kena tipu,1
Alasan Jenderal itu dibunuh kenapa? Apa karena dia membunuh banyak manusia? Aku masih bingung kenapa jenderal itu jadi iblis,alasan jenderal dibunuh membunuh manusia bingung jenderal iblis,1
"Lagi-lagi org2 heboh review ni film pas tau ceritanya sngat mngecewakan, konsep filmnya bukan sesuatu hal yg baru",lagilagi org heboh review ni film pas tau ceritanya sntidakt mngecewakan konsep filmnya bukan yg,1
wow,wow,1
Jadi ingat vampire vampire cina waktu masih kecil dulu,intidakt vampire vampire cina,1
Asli aku gak paham nonton film ini . Sampe tidur berkali kali karena lambatnya cerita,asli tidakk paham nonton film sampe tidur berkali kali lambatnya cerita,1
"Masih salfok sama mimpi basah dan cocol

🤭",salfok mimpi basah cocol,1
"Nonton karena vidio @kembara sunyi, karna bahas tentang kutukan pasak iblis",nonton vidio kembara sunyi karna bahas kutukan pasak iblis,1
Kenapa ada hormat jerman ya?,hormat jerman ya,1
Ini sih pasak untuk membuat tempat jajahan Jepang tdk lebih maju dari negara Jepang banyak yg kayak gini di Indo juga banyak,sih pasak jajahan jepang tdk maju netidakra jepang yg kayak gini indo jutidak,1
oowwhh banaspati ituuu... 👍👍,oowwhh banaspati ituuu,1
Film ini bukan serem .. tapi horror anti main stream . Bukan cuman ceritanya ttg hantu tp ada background sejarah . Mau itu beneran atau karangan,film bukan serem horror anti main stream bukan cuman ceritanya ttg hantu tp background sejarah beneran karantidakn,1
"Sudah nnton di Bioskop, bikin merinding film nya.",nnton bioskop bikin merinding film nya,1
Kesini hara gara bang hiro 😂,kesini hara tidakra bang hiro,1
0:35 nama backsound nya ap bang,nama backsound nya ap bang,1
Inimah banaspati,inimah banaspati,1
Request ke admin dong please film Thailand terseram,request admin please film thailand terseram,2
"Jendralnya dibunuh buat dijadiin tumbal/iblis kak. Jadi jendralnya itu hebat, selalu menang perang dan sudah membunuh lebih dari 10.000 orang. Tapi habis itu jepang kalah... akhirnya semua pasukan harus ditarik kembali kan. Nah dugaanku sih (karna gak dijelasin secara eksplisit di film), jepang tu gaterima kalau kalah. Mereka akhirnya menanam pasak besi di tanah korea untuk mencemari tanahnya. Tanah yang ditanami pasak besi auranya jelek, gabisa ditinggali, gabisa buat hidup manusia pokoknya... gituu",jendralnya dibunuh dijadiin tumbaliblis kak jendralnya hebat menang perang membunuh orang habis jepang kalah pasukan ditarik dutidakanku sih karna tidakk dijelasin eksplisit film jepang tu tidakterima kalah menanam pasak besi tanah korea mencemari tanahnya tanah ditanami pasak besi auranya jelek tidakbisa ditingtidakli tidakbisa hidup manusia pokoknya gituu,2
"Di berbagai negara bekas jajahan jepang, habis nonton hirotada radifan tentang pasak yg mirip demgan di film ini ditemukan di kalimantan utara",berbatidaki netidakra bekas jajahan jepang habis nonton hirotada radifan pasak yg demtidakn film ditemukan kalimantan utara,1
 @MrSan9  ohh,mrsan ohh,1
"Yess bener. Kalau di film dijelasin, tanah yang ditanami pasak itu gabisa ditinggali manusia, auranya jelek, serem, gabisa buat tempat tinggal/pertanian",yess bener film dijelasin tanah ditanami pasak tidakbisa ditingtidakli manusia auranya jelek serem tidakbisa tingtidaklpertanian,0
Beneran deh. Soalnya Jepang jg melakukan ini di Indonesia,beneran deh jepang jg indonesia,1
"ADA beberapa hal yg benar. Tentara Jepang yg udah pada meninggal mereka akan tetap di sana dan seolah siap siaga berperang padahal didunia nyata sudah merdeka. Aku pernah main ke daerah Singapura bekas pembantaian pribumi yg dilakukan oleh nipon, mereka tetap siap siaga dan ketika aku datang mereka tampak asing dg orang seperti aku. Percaya gak percaya… waullahualam",yg tentara jepang yg udah meningtidakl siatidak berperang didunia nyata merdeka main daerah sintidakpura bekas pembantaian pribumi yg nipon siatidak asing dg orang percaya tidakk percaya waullahualam,1
",aaw",aaw,1
Gold of the sky,gold of the sky,1
"Kalau kepalanya dijahit lg dan dimasukin ke peti, kok pas Pak Kim bongkar makam kepala Iblisnya ada di samping ya? Masih bingung 😢",kepalanya dijahit lg dimasukin peti pas kim bongkar makam kepala iblisnya samping ya bingung,1
Lebih enak nonton ini lebih ngerti,enak nonton ngerti,1
Babu kita babang glowing,babu babang glowing,1
"Gua udah nonton bjir,ngeri cog",gua udah nonton bjirngeri cog,1
Film ini tuu sebenarnya bnyak faktanya lhooo😢,film tuu bnyak faktanya lhooo,1
Tim mampir kesini setelah dispill mas glowing,tim mampir kesini dispill mas glowing,1
"15:08 ""bong il mimpi basah"" APASIH YA ALLAH😭😭😭😭",bong il mimpi basah apasih ya allah,1
Kesini dah nonton bang hiro😅,kesini dah nonton bang hiro,1
Mirip bgt sm teman cerita hirotada.  Jd mikir apa jgn² masih banyak pasak bumi iblis jepang yg dikubur di Indonesia,bgt sm teman cerita hirotada jd mikir jgn pasak bumi iblis jepang yg dikubur indonesia,1
koq ingt iq7 yak🤭🤭,koq ingt iq yak,1
Film nya bagus apalagi setan ya itu kaisar Jepang behh,film nya bagus setan ya kaisar jepang behh,2
Ini film mr vampire 2 versi korea,film mr vampire versi korea,1
Kesini gara2 babang glowing tc😂,kesini tidakra babang glowing tc,1
Iku kalau Jawa kayu gaharu...,iku jawa kayu tidakharu,1
NONTON INI KRNA ADA VIDEO BABANG HIRO CERITA TENTANG PASAK BUMI DI KALIMANTAN,nonton krna video babang hiro cerita pasak bumi kalimantan,1
Sudan nonton di channel lain. Tapi kurang paham alur filmnya. Disini baru mudeng,sudan nonton channel paham alur filmnya mudeng,1
trus gunanya ular di potong itu apa ya ko gx di lanjutin,trus gunanya ular potong ya ko gx lanjutin,1
"Baru nonton kmrn, skrg pingin nonton sinopsisnya.

Gak serem2 banget sih nih drma mnrtku...
Menegangkan jg gak terlalu, biasa aja klo mnrtku.

Yg jd menarik sih satu, bs liat cara korea melakukan ritualnya gimana, krn cara mrk beda, ada nyanyi2 dan nari2nya 😅

Yg scene makam kedua, si siluman, malah kyk gie nonton film vampire yg meloncat2 itu...😅",nonton kmrn skrg pingin nonton sinopsisnyatidakk serem banget sih nih drma mnrtkumenetidakngkan jg tidakk aja klo mnrtkuyg jd menarik sih bs liat korea ritualnya gimana krn mrk beda nyanyi narinya yg scene makam si siluman kyk gie nonton film vampire yg meloncat,2
"makasih bang gw nonton exsuma ketiduran eh, mau nonton lagi malah males karna durasi nya kelamaan",makasih bang gw nonton exsuma ketiduran eh nonton males karna durasi nya,1
"Sngaja blm nnton, soal ny blm berani🤣😭😭😭",sntidakja blm nnton ny blm berani,1
"Itu Udah keluar dari peti bang , dia balik lagi kesitu kalo siang",udah peti bang kesitu kalo siang,1
Sebutkan,sebutkan,1
